Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP59536;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;36;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59536\TSOP59536.pdf;Datasheet\/ir-receiver-modules/TSOP59536\TSOP59536.zip
TSOP59536TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;36;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59536TR1\TSOP59536TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59536TR1\TSOP59536TR1.zip
TSOP59538;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;38;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59538\TSOP59538.pdf;Datasheet\/ir-receiver-modules/TSOP59538\TSOP59538.zip
TSOP59538TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;38;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59538TR1\TSOP59538TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59538TR1\TSOP59538TR1.zip
TSOP59540;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;40;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59540\TSOP59540.pdf;Datasheet\/ir-receiver-modules/TSOP59540\TSOP59540.zip
TSOP59540TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;40;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59540TR1\TSOP59540TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59540TR1\TSOP59540TR1.zip
TSOP59556;Enlarge;TVCast;6.8 W x 2.6 H x 5.3 D;56;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;Leaded;image/ir-receiver-modules/82776.png;Datasheet\/ir-receiver-modules/TSOP59556\TSOP59556.pdf;Datasheet\/ir-receiver-modules/TSOP59556\TSOP59556.zip
TSOP59556TR1;Enlarge;TVCast SMD;6.8 W x 2.6 H x 5.3 D;56;AGC5;21;0.15;± 45;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82790.png;Datasheet\/ir-receiver-modules/TSOP59556TR1\TSOP59556TR1.pdf;Datasheet\/ir-receiver-modules/TSOP59556TR1\TSOP59556TR1.zip
TSOP6130;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6130\TSOP6130.pdf;Datasheet\/ir-receiver-modules/TSOP6130\TSOP6130.zip
TSOP6133;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6133\TSOP6133.pdf;Datasheet\/ir-receiver-modules/TSOP6133\TSOP6133.zip
TSOP6136;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6136\TSOP6136.pdf;Datasheet\/ir-receiver-modules/TSOP6136\TSOP6136.zip
TSOP6138;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6138\TSOP6138.pdf;Datasheet\/ir-receiver-modules/TSOP6138\TSOP6138.zip
TSOP6140;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6140\TSOP6140.pdf;Datasheet\/ir-receiver-modules/TSOP6140\TSOP6140.zip
TSOP6156;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC1;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6156\TSOP6156.pdf;Datasheet\/ir-receiver-modules/TSOP6156\TSOP6156.zip
TSOP6230;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6230\TSOP6230.pdf;Datasheet\/ir-receiver-modules/TSOP6230\TSOP6230.zip
TSOP6233;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6233\TSOP6233.pdf;Datasheet\/ir-receiver-modules/TSOP6233\TSOP6233.zip
TSOP6236;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6236\TSOP6236.pdf;Datasheet\/ir-receiver-modules/TSOP6236\TSOP6236.zip
TSOP6238;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6238\TSOP6238.pdf;Datasheet\/ir-receiver-modules/TSOP6238\TSOP6238.zip
TSOP6240;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Sony;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6240\TSOP6240.pdf;Datasheet\/ir-receiver-modules/TSOP6240\TSOP6240.zip
TSOP6256;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC2;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Cisco;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6256\TSOP6256.pdf;Datasheet\/ir-receiver-modules/TSOP6256\TSOP6256.zip
TSOP6330;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6330\TSOP6330.pdf;Datasheet\/ir-receiver-modules/TSOP6330\TSOP6330.zip
TSOP6333;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6333\TSOP6333.pdf;Datasheet\/ir-receiver-modules/TSOP6333\TSOP6333.zip
TSOP6336;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6336\TSOP6336.pdf;Datasheet\/ir-receiver-modules/TSOP6336\TSOP6336.zip
TSOP6336;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6336\TSOP6336.pdf;Datasheet\/ir-receiver-modules/TSOP6336\TSOP6336.zip
TSOP6338;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6338\TSOP6338.pdf;Datasheet\/ir-receiver-modules/TSOP6338\TSOP6338.zip
TSOP6338;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6338\TSOP6338.pdf;Datasheet\/ir-receiver-modules/TSOP6338\TSOP6338.zip
TSOP6340;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6340\TSOP6340.pdf;Datasheet\/ir-receiver-modules/TSOP6340\TSOP6340.zip
TSOP6356;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC3;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6356\TSOP6356.pdf;Datasheet\/ir-receiver-modules/TSOP6356\TSOP6356.zip
TSOP6430;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6430\TSOP6430.pdf;Datasheet\/ir-receiver-modules/TSOP6430\TSOP6430.zip
TSOP6433;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6433\TSOP6433.pdf;Datasheet\/ir-receiver-modules/TSOP6433\TSOP6433.zip
TSOP6436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RC-5;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.pdf;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.zip
TSOP6436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.pdf;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.zip
TSOP6436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Panasonic;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.pdf;Datasheet\/ir-receiver-modules/TSOP6436\TSOP6436.zip
TSOP6438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;NEC;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.pdf;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.zip
TSOP6438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Sharp;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.pdf;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.zip
TSOP6438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Mitsubishi;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.pdf;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.zip
TSOP6438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Sejin 4PPM;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.pdf;Datasheet\/ir-receiver-modules/TSOP6438\TSOP6438.zip
TSOP6440;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6440\TSOP6440.pdf;Datasheet\/ir-receiver-modules/TSOP6440\TSOP6440.zip
TSOP6456;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6456\TSOP6456.pdf;Datasheet\/ir-receiver-modules/TSOP6456\TSOP6456.zip
TSOP6456;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC4;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Thomson RCA;Remote control;SMD;image/ir-receiver-modules/82463.png;Datasheet\/ir-receiver-modules/TSOP6456\TSOP6456.pdf;Datasheet\/ir-receiver-modules/TSOP6456\TSOP6456.zip
TSOP6530;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6530\TSOP6530.pdf;Datasheet\/ir-receiver-modules/TSOP6530\TSOP6530.zip
TSOP6533;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6533\TSOP6533.pdf;Datasheet\/ir-receiver-modules/TSOP6533\TSOP6533.zip
TSOP6536;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6536\TSOP6536.pdf;Datasheet\/ir-receiver-modules/TSOP6536\TSOP6536.zip
TSOP6538;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6538\TSOP6538.pdf;Datasheet\/ir-receiver-modules/TSOP6538\TSOP6538.zip
TSOP6540;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6540\TSOP6540.pdf;Datasheet\/ir-receiver-modules/TSOP6540\TSOP6540.zip
TSOP6556;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC5;18;0.2;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82457.png;Datasheet\/ir-receiver-modules/TSOP6556\TSOP6556.pdf;Datasheet\/ir-receiver-modules/TSOP6556\TSOP6556.zip
TSOP75230;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75230\TSOP75230.pdf;Datasheet\/ir-receiver-modules/TSOP75230\TSOP75230.zip
TSOP75230W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75230W\TSOP75230W.pdf;Datasheet\/ir-receiver-modules/TSOP75230W\TSOP75230W.zip
TSOP75233;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75233\TSOP75233.pdf;Datasheet\/ir-receiver-modules/TSOP75233\TSOP75233.zip
TSOP75233W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75233W\TSOP75233W.pdf;Datasheet\/ir-receiver-modules/TSOP75233W\TSOP75233W.zip
TSOP75236;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75236\TSOP75236.pdf;Datasheet\/ir-receiver-modules/TSOP75236\TSOP75236.zip
TSOP75236W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75236W\TSOP75236W.pdf;Datasheet\/ir-receiver-modules/TSOP75236W\TSOP75236W.zip
TSOP75238;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75238\TSOP75238.pdf;Datasheet\/ir-receiver-modules/TSOP75238\TSOP75238.zip
TSOP75238W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75238W\TSOP75238W.pdf;Datasheet\/ir-receiver-modules/TSOP75238W\TSOP75238W.zip
TSOP75240;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75240\TSOP75240.pdf;Datasheet\/ir-receiver-modules/TSOP75240\TSOP75240.zip
TSOP75240W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75240W\TSOP75240W.pdf;Datasheet\/ir-receiver-modules/TSOP75240W\TSOP75240W.zip
TSOP75256;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC2;26;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82494.png;Datasheet\/ir-receiver-modules/TSOP75256\TSOP75256.pdf;Datasheet\/ir-receiver-modules/TSOP75256\TSOP75256.zip
TSOP75256W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC2;18;0.2;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82496.png;Datasheet\/ir-receiver-modules/TSOP75256W\TSOP75256W.pdf;Datasheet\/ir-receiver-modules/TSOP75256W\TSOP75256W.zip
TSOP75330;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75330\TSOP75330.pdf;Datasheet\/ir-receiver-modules/TSOP75330\TSOP75330.zip
TSOP75330W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75330W\TSOP75330W.pdf;Datasheet\/ir-receiver-modules/TSOP75330W\TSOP75330W.zip
TSOP75333;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75333\TSOP75333.pdf;Datasheet\/ir-receiver-modules/TSOP75333\TSOP75333.zip
TSOP75333W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75333W\TSOP75333W.pdf;Datasheet\/ir-receiver-modules/TSOP75333W\TSOP75333W.zip
TSOP75336;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75336\TSOP75336.pdf;Datasheet\/ir-receiver-modules/TSOP75336\TSOP75336.zip
TSOP75336W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75336W\TSOP75336W.pdf;Datasheet\/ir-receiver-modules/TSOP75336W\TSOP75336W.zip
TSOP75338;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.pdf;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.zip
TSOP75338;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.pdf;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.zip
TSOP75338;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.pdf;Datasheet\/ir-receiver-modules/TSOP75338\TSOP75338.zip
TSOP75338W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.pdf;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.zip
TSOP75338W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.pdf;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.zip
TSOP75338W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.pdf;Datasheet\/ir-receiver-modules/TSOP75338W\TSOP75338W.zip
TSOP75340;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75340\TSOP75340.pdf;Datasheet\/ir-receiver-modules/TSOP75340\TSOP75340.zip
TSOP75340W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75340W\TSOP75340W.pdf;Datasheet\/ir-receiver-modules/TSOP75340W\TSOP75340W.zip
TSOP75356;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC3;24;0.12;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82495.png;Datasheet\/ir-receiver-modules/TSOP75356\TSOP75356.pdf;Datasheet\/ir-receiver-modules/TSOP75356\TSOP75356.zip
TSOP75356W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC3;16;0.23;± 75;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82497.png;Datasheet\/ir-receiver-modules/TSOP75356W\TSOP75356W.pdf;Datasheet\/ir-receiver-modules/TSOP75356W\TSOP75356W.zip
