Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VKO222MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQDF0KR\VKO222MCQDF0KR.pdf;Datasheet\capacitors\VKO222MCQDF0KR\VKO222MCQDF0KR.zip
VKO222MCQDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQDJ0KR\VKO222MCQDJ0KR.pdf;Datasheet\capacitors\VKO222MCQDJ0KR\VKO222MCQDJ0KR.zip
VKO222MCQTCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQTCRKR\VKO222MCQTCRKR.pdf;Datasheet\capacitors\VKO222MCQTCRKR\VKO222MCQTCRKR.zip
VKO222MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQTE0KR\VKO222MCQTE0KR.pdf;Datasheet\capacitors\VKO222MCQTE0KR\VKO222MCQTE0KR.zip
VKO222MCQYD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQYD0KR\VKO222MCQYD0KR.pdf;Datasheet\capacitors\VKO222MCQYD0KR\VKO222MCQYD0KR.zip
VKO222MCQYLCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO222MCQYLCKR\VKO222MCQYLCKR.pdf;Datasheet\capacitors\VKO222MCQYLCKR\VKO222MCQYLCKR.zip
VKO332MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQCF0KR\VKO332MCQCF0KR.pdf;Datasheet\capacitors\VKO332MCQCF0KR\VKO332MCQCF0KR.zip
VKO332MCQCLAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQCLAKR\VKO332MCQCLAKR.pdf;Datasheet\capacitors\VKO332MCQCLAKR\VKO332MCQCLAKR.zip
VKO332MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQCRAKR\VKO332MCQCRAKR.pdf;Datasheet\capacitors\VKO332MCQCRAKR\VKO332MCQCRAKR.zip
VKO332MCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQTC0KR\VKO332MCQTC0KR.pdf;Datasheet\capacitors\VKO332MCQTC0KR\VKO332MCQTC0KR.zip
VKO332MCQYC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQYC0KR\VKO332MCQYC0KR.pdf;Datasheet\capacitors\VKO332MCQYC0KR\VKO332MCQYC0KR.zip
VKO332MCQYLCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\22203.png;Datasheet\capacitors\VKO332MCQYLCKR\VKO332MCQYLCKR.pdf;Datasheet\capacitors\VKO332MCQYLCKR\VKO332MCQYLCKR.zip
VKO472KCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472KCQCB0KR\VKO472KCQCB0KR.pdf;Datasheet\capacitors\VKO472KCQCB0KR\VKO472KCQCB0KR.zip
VKO472KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472KCQCD0KR\VKO472KCQCD0KR.pdf;Datasheet\capacitors\VKO472KCQCD0KR\VKO472KCQCD0KR.zip
VKO472KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO472KCQTC0KR\VKO472KCQTC0KR.pdf;Datasheet\capacitors\VKO472KCQTC0KR\VKO472KCQTC0KR.zip
VKO472MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472MCQCF0KR\VKO472MCQCF0KR.pdf;Datasheet\capacitors\VKO472MCQCF0KR\VKO472MCQCF0KR.zip
VKO472MCQCREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472MCQCREKR\VKO472MCQCREKR.pdf;Datasheet\capacitors\VKO472MCQCREKR\VKO472MCQCREKR.zip
VKO472MCQCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472MCQCRUKR\VKO472MCQCRUKR.pdf;Datasheet\capacitors\VKO472MCQCRUKR\VKO472MCQCRUKR.zip
VKO472MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKO472MCQDRUKR\VKO472MCQDRUKR.pdf;Datasheet\capacitors\VKO472MCQDRUKR\VKO472MCQDRUKR.zip
VKO472MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image\capacitors\22203.png;Datasheet\capacitors\VKO472MCQTE0KR\VKO472MCQTE0KR.pdf;Datasheet\capacitors\VKO472MCQTE0KR\VKO472MCQTE0KR.zip
VKP102KCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22203.png;Datasheet\capacitors\VKP102KCQEF0KR\VKP102KCQEF0KR.pdf;Datasheet\capacitors\VKP102KCQEF0KR\VKP102KCQEF0KR.zip
VKP102KCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102KCQERUKR\VKP102KCQERUKR.pdf;Datasheet\capacitors\VKP102KCQERUKR\VKP102KCQERUKR.zip
VKP102MCQDB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDB0KR\VKP102MCQDB0KR.pdf;Datasheet\capacitors\VKP102MCQDB0KR\VKP102MCQDB0KR.zip
VKP102MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDF0KR\VKP102MCQDF0KR.pdf;Datasheet\capacitors\VKP102MCQDF0KR\VKP102MCQDF0KR.zip
VKP102MCQDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDJ0KR\VKP102MCQDJ0KR.pdf;Datasheet\capacitors\VKP102MCQDJ0KR\VKP102MCQDJ0KR.zip
VKP102MCQDRTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDRTKR\VKP102MCQDRTKR.pdf;Datasheet\capacitors\VKP102MCQDRTKR\VKP102MCQDRTKR.zip
VKP102MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDRUKR\VKP102MCQDRUKR.pdf;Datasheet\capacitors\VKP102MCQDRUKR\VKP102MCQDRUKR.zip
VKP102MCQDRYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQDRYKR\VKP102MCQDRYKR.pdf;Datasheet\capacitors\VKP102MCQDRYKR\VKP102MCQDRYKR.zip
VKP102MCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQED0KR\VKP102MCQED0KR.pdf;Datasheet\capacitors\VKP102MCQED0KR\VKP102MCQED0KR.zip
VKP102MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQEF0KR\VKP102MCQEF0KR.pdf;Datasheet\capacitors\VKP102MCQEF0KR\VKP102MCQEF0KR.zip
VKP102MCQEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQEH0KR\VKP102MCQEH0KR.pdf;Datasheet\capacitors\VKP102MCQEH0KR\VKP102MCQEH0KR.zip
VKP102MCQEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQEJ0KR\VKP102MCQEJ0KR.pdf;Datasheet\capacitors\VKP102MCQEJ0KR\VKP102MCQEJ0KR.zip
VKP102MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQERUKR\VKP102MCQERUKR.pdf;Datasheet\capacitors\VKP102MCQERUKR\VKP102MCQERUKR.zip
VKP102MCQQH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQQH0KR\VKP102MCQQH0KR.pdf;Datasheet\capacitors\VKP102MCQQH0KR\VKP102MCQQH0KR.zip
VKP102MCQTERKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Outside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQTERKR\VKP102MCQTERKR.pdf;Datasheet\capacitors\VKP102MCQTERKR\VKP102MCQTERKR.zip
VKP102MCQTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQTH0KR\VKP102MCQTH0KR.pdf;Datasheet\capacitors\VKP102MCQTH0KR\VKP102MCQTH0KR.zip
VKP102MCQYRDKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQYRDKR\VKP102MCQYRDKR.pdf;Datasheet\capacitors\VKP102MCQYRDKR\VKP102MCQYRDKR.zip
VKP102MCQYREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Inline Wire;image\capacitors\22205.png;Datasheet\capacitors\VKP102MCQYREKR\VKP102MCQYREKR.pdf;Datasheet\capacitors\VKP102MCQYREKR\VKP102MCQYREKR.zip
VKP152KCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152KCQED0KR\VKP152KCQED0KR.pdf;Datasheet\capacitors\VKP152KCQED0KR\VKP152KCQED0KR.zip
VKP152KCQEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152KCQEJ0KR\VKP152KCQEJ0KR.pdf;Datasheet\capacitors\VKP152KCQEJ0KR\VKP152KCQEJ0KR.zip
VKP152KCQTF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP152KCQTF0KR\VKP152KCQTF0KR.pdf;Datasheet\capacitors\VKP152KCQTF0KR\VKP152KCQTF0KR.zip
VKP152MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQDF0KR\VKP152MCQDF0KR.pdf;Datasheet\capacitors\VKP152MCQDF0KR\VKP152MCQDF0KR.zip
VKP152MCQDRTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQDRTKR\VKP152MCQDRTKR.pdf;Datasheet\capacitors\VKP152MCQDRTKR\VKP152MCQDRTKR.zip
VKP152MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQDRUKR\VKP152MCQDRUKR.pdf;Datasheet\capacitors\VKP152MCQDRUKR\VKP152MCQDRUKR.zip
VKP152MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQEF0KR\VKP152MCQEF0KR.pdf;Datasheet\capacitors\VKP152MCQEF0KR\VKP152MCQEF0KR.zip
VKP152MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQERUKR\VKP152MCQERUKR.pdf;Datasheet\capacitors\VKP152MCQERUKR\VKP152MCQERUKR.zip
VKP152MCQTF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Bulk;Outside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP152MCQTF0KR\VKP152MCQTF0KR.pdf;Datasheet\capacitors\VKP152MCQTF0KR\VKP152MCQTF0KR.zip
VKP222KCQDD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQDD0KR\VKP222KCQDD0KR.pdf;Datasheet\capacitors\VKP222KCQDD0KR\VKP222KCQDD0KR.zip
VKP222KCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQDRUKR\VKP222KCQDRUKR.pdf;Datasheet\capacitors\VKP222KCQDRUKR\VKP222KCQDRUKR.zip
VKP222KCQEB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQEB0KR\VKP222KCQEB0KR.pdf;Datasheet\capacitors\VKP222KCQEB0KR\VKP222KCQEB0KR.zip
VKP222KCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQED0KR\VKP222KCQED0KR.pdf;Datasheet\capacitors\VKP222KCQED0KR\VKP222KCQED0KR.zip
VKP222KCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQERUKR\VKP222KCQERUKR.pdf;Datasheet\capacitors\VKP222KCQERUKR\VKP222KCQERUKR.zip
VKP222KCQERZKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Inside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQERZKR\VKP222KCQERZKR.pdf;Datasheet\capacitors\VKP222KCQERZKR\VKP222KCQERZKR.zip
VKP222KCQYH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Inline Wire;image\capacitors\22205.png;Datasheet\capacitors\VKP222KCQYH0KR\VKP222KCQYH0KR.pdf;Datasheet\capacitors\VKP222KCQYH0KR\VKP222KCQYH0KR.zip
VKP222MCQDB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDB0KR\VKP222MCQDB0KR.pdf;Datasheet\capacitors\VKP222MCQDB0KR\VKP222MCQDB0KR.zip
VKP222MCQDD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDD0KR\VKP222MCQDD0KR.pdf;Datasheet\capacitors\VKP222MCQDD0KR\VKP222MCQDD0KR.zip
VKP222MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDF0KR\VKP222MCQDF0KR.pdf;Datasheet\capacitors\VKP222MCQDF0KR\VKP222MCQDF0KR.zip
VKP222MCQDH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDH0KR\VKP222MCQDH0KR.pdf;Datasheet\capacitors\VKP222MCQDH0KR\VKP222MCQDH0KR.zip
VKP222MCQDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDJ0KR\VKP222MCQDJ0KR.pdf;Datasheet\capacitors\VKP222MCQDJ0KR\VKP222MCQDJ0KR.zip
VKP222MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDRUKR\VKP222MCQDRUKR.pdf;Datasheet\capacitors\VKP222MCQDRUKR\VKP222MCQDRUKR.zip
VKP222MCQDRYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQDRYKR\VKP222MCQDRYKR.pdf;Datasheet\capacitors\VKP222MCQDRYKR\VKP222MCQDRYKR.zip
VKP222MCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQED0KR\VKP222MCQED0KR.pdf;Datasheet\capacitors\VKP222MCQED0KR\VKP222MCQED0KR.zip
VKP222MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQEF0KR\VKP222MCQEF0KR.pdf;Datasheet\capacitors\VKP222MCQEF0KR\VKP222MCQEF0KR.zip
VKP222MCQEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQEH0KR\VKP222MCQEH0KR.pdf;Datasheet\capacitors\VKP222MCQEH0KR\VKP222MCQEH0KR.zip
VKP222MCQEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQEJ0KR\VKP222MCQEJ0KR.pdf;Datasheet\capacitors\VKP222MCQEJ0KR\VKP222MCQEJ0KR.zip
VKP222MCQEJGKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Inside Crimp;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQEJGKR\VKP222MCQEJGKR.pdf;Datasheet\capacitors\VKP222MCQEJGKR\VKP222MCQEJGKR.zip
VKP222MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQERUKR\VKP222MCQERUKR.pdf;Datasheet\capacitors\VKP222MCQERUKR\VKP222MCQERUKR.zip
VKP222MCQERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image\capacitors\22205.png;Datasheet\capacitors\VKP222MCQERYKR\VKP222MCQERYKR.pdf;Datasheet\capacitors\VKP222MCQERYKR\VKP222MCQERYKR.zip
